character,character_picture,build_type,description_build,relic_set,picture_relic,planar_set,picture_planar,lightcone,picture_lightcone,team_recommendation,picture_team_recommendation,comment,element,picture_element,path,picture_path,rarity,,Picture Link  Element ,ele,,,,Picture link Character,
Himeko,https://static.wikia.nocookie.net/houkai-star-rail/images/8/8e/Character_Himeko_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20230525090036,FuA DPS,"Body CR, Boots Speed, Ring F Dmg, Rope Atk",The Ashblazing Grand Duke (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/3/36/Item_The_Ashblazing_Grand_Duke.png/revision/latest?cb=20231115045301,Firmament Frontline: Glamoth,Firmament Frontline: Glamoth,Night on the Milky Way,https://static.wikia.nocookie.net/houkai-star-rail/images/d/d4/Light_Cone_Night_on_the_Milky_Way.png/revision/latest?cb=20230719030401,"Himeko, Herta, Ruan Mei, HTB",,,Fire,https://static.wikia.nocookie.net/houkai-star-rail/images/f/f0/Type_Fire.png/revision/latest?cb=20220610120131,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,,,
Himeko,https://static.wikia.nocookie.net/houkai-star-rail/images/8/8e/Character_Himeko_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20230525090036,FuA DPS,"Body CR, Boots Speed, Ring F Dmg, Rope Atk",The Ashblazing Grand Duke (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/3/36/Item_The_Ashblazing_Grand_Duke.png/revision/latest?cb=20231115045301,Firmament Frontline: Glamoth,Firmament Frontline: Glamoth,Night on the Milky Way,https://static.wikia.nocookie.net/houkai-star-rail/images/d/d4/Light_Cone_Night_on_the_Milky_Way.png/revision/latest?cb=20230719030401,"Himeko, Herta, Ruan Mei, HTB",,Himeko: same as Herta but ATK 2700+ cuz 5*. S5 the LC. Grand Duke set is her best and Duran/Sigonia/Glamoth/Salsatto are best.  ,Fire,https://static.wikia.nocookie.net/houkai-star-rail/images/f/f0/Type_Fire.png/revision/latest?cb=20220610120131,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,,,
Himeko,https://static.wikia.nocookie.net/houkai-star-rail/images/8/8e/Character_Himeko_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20230525090036,FuA DPS,"Body CR, Boots Speed, Ring F Dmg, Rope Atk",The Ashblazing Grand Duke (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/3/36/Item_The_Ashblazing_Grand_Duke.png/revision/latest?cb=20231115045301,Firmament Frontline: Glamoth,Firmament Frontline: Glamoth,Night on the Milky Way,https://static.wikia.nocookie.net/houkai-star-rail/images/d/d4/Light_Cone_Night_on_the_Milky_Way.png/revision/latest?cb=20230719030401,"Himeko, Herta, Ruan Mei, HTB",,Herta and himeko are game changer in PF so I will build them,Fire,https://static.wikia.nocookie.net/houkai-star-rail/images/f/f0/Type_Fire.png/revision/latest?cb=20220610120131,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,,,
Himeko,https://static.wikia.nocookie.net/houkai-star-rail/images/8/8e/Character_Himeko_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20230525090036,FuA DPS,"Body CR, Boots Speed, Ring F Dmg, Rope Atk",The Ashblazing Grand Duke (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/3/36/Item_The_Ashblazing_Grand_Duke.png/revision/latest?cb=20231115045301,Firmament Frontline: Glamoth,Firmament Frontline: Glamoth,Night on the Milky Way,https://static.wikia.nocookie.net/houkai-star-rail/images/d/d4/Light_Cone_Night_on_the_Milky_Way.png/revision/latest?cb=20230719030401,"Himeko, Herta, Ruan Mei, HTB",,aaa,Fire,https://static.wikia.nocookie.net/houkai-star-rail/images/f/f0/Type_Fire.png/revision/latest?cb=20220610120131,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,,,
Himeko,https://static.wikia.nocookie.net/houkai-star-rail/images/8/8e/Character_Himeko_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20230525090036,FuA DPS,"Body CR, Boots Speed, Ring F Dmg, Rope Atk",The Ashblazing Grand Duke (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/3/36/Item_The_Ashblazing_Grand_Duke.png/revision/latest?cb=20231115045301,Firmament Frontline: Glamoth,Firmament Frontline: Glamoth,Night on the Milky Way,https://static.wikia.nocookie.net/houkai-star-rail/images/d/d4/Light_Cone_Night_on_the_Milky_Way.png/revision/latest?cb=20230719030401,"Himeko, Herta, Ruan Mei, HTB",,aaa,Fire,https://static.wikia.nocookie.net/houkai-star-rail/images/f/f0/Type_Fire.png/revision/latest?cb=20220610120131,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,,,
Himeko,https://static.wikia.nocookie.net/houkai-star-rail/images/8/8e/Character_Himeko_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20230525090036,FuA DPS,"Body CR, Boots Speed, Ring F Dmg, Rope Atk",The Ashblazing Grand Duke (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/3/36/Item_The_Ashblazing_Grand_Duke.png/revision/latest?cb=20231115045301,Firmament Frontline: Glamoth,Firmament Frontline: Glamoth,Night on the Milky Way,https://static.wikia.nocookie.net/houkai-star-rail/images/d/d4/Light_Cone_Night_on_the_Milky_Way.png/revision/latest?cb=20230719030401,"Himeko, Herta, Ruan Mei, HTB",,aaa,Fire,https://static.wikia.nocookie.net/houkai-star-rail/images/f/f0/Type_Fire.png/revision/latest?cb=20220610120131,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,,,
Himeko,https://static.wikia.nocookie.net/houkai-star-rail/images/8/8e/Character_Himeko_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20230525090036,FuA DPS,"Body CR, Boots Speed, Ring F Dmg, Rope Atk",The Ashblazing Grand Duke (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/3/36/Item_The_Ashblazing_Grand_Duke.png/revision/latest?cb=20231115045301,Firmament Frontline: Glamoth,Firmament Frontline: Glamoth,Night on the Milky Way,https://static.wikia.nocookie.net/houkai-star-rail/images/d/d4/Light_Cone_Night_on_the_Milky_Way.png/revision/latest?cb=20230719030401,"Himeko, Herta, Ruan Mei, HTB",,aaa,Fire,https://static.wikia.nocookie.net/houkai-star-rail/images/f/f0/Type_Fire.png/revision/latest?cb=20220610120131,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,,,
Himeko,https://static.wikia.nocookie.net/houkai-star-rail/images/8/8e/Character_Himeko_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20230525090036,FuA DPS,"Body CR, Boots Speed, Ring F Dmg, Rope Atk",The Ashblazing Grand Duke (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/3/36/Item_The_Ashblazing_Grand_Duke.png/revision/latest?cb=20231115045301,Firmament Frontline: Glamoth,Firmament Frontline: Glamoth,Night on the Milky Way,https://static.wikia.nocookie.net/houkai-star-rail/images/d/d4/Light_Cone_Night_on_the_Milky_Way.png/revision/latest?cb=20230719030401,"Himeko, Herta, Ruan Mei, HTB",,aaa,Fire,https://static.wikia.nocookie.net/houkai-star-rail/images/f/f0/Type_Fire.png/revision/latest?cb=20220610120131,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,,,
Himeko,https://static.wikia.nocookie.net/houkai-star-rail/images/8/8e/Character_Himeko_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20230525090036,FuA DPS,"Body CR, Boots Speed, Ring F Dmg, Rope Atk",The Ashblazing Grand Duke (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/3/36/Item_The_Ashblazing_Grand_Duke.png/revision/latest?cb=20231115045301,Firmament Frontline: Glamoth,Firmament Frontline: Glamoth,Night on the Milky Way,https://static.wikia.nocookie.net/houkai-star-rail/images/d/d4/Light_Cone_Night_on_the_Milky_Way.png/revision/latest?cb=20230719030401,"Himeko, Herta, Ruan Mei, HTB",,aaa,Fire,https://static.wikia.nocookie.net/houkai-star-rail/images/f/f0/Type_Fire.png/revision/latest?cb=20220610120131,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,,,
Huohuo,https://static.wikia.nocookie.net/houkai-star-rail/images/8/82/Character_Huohuo_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250604025217,"AoE Healer, Energy Booster ","Body Outgoing Heal, Boots Speed, Ring HP, Rope Energy",Longevous Disciple,https://static.wikia.nocookie.net/houkai-star-rail/images/4/4a/Item_Longevous_Disciple.png/revision/latest?cb=20230810043643,Fleet of the Ageless,https://static.wikia.nocookie.net/houkai-star-rail/images/a/a1/Item_Fleet_of_the_Ageless.png/revision/latest?cb=20230810043104,Night of Fright,https://static.wikia.nocookie.net/houkai-star-rail/images/d/df/Light_Cone_Night_of_Fright.png/revision/latest?cb=20231115024040,Aglaea; Robin; Sunday; Huohuo,,aaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Abundance,https://static.wikia.nocookie.net/houkai-star-rail/images/9/94/Path_Abundance.png/revision/latest?cb=20240417235352,5,,,,,,,,
Huohuo,https://static.wikia.nocookie.net/houkai-star-rail/images/8/82/Character_Huohuo_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250604025217,"AoE Healer, Energy Booster ","Body Outgoing Heal, Boots Speed, Ring HP, Rope Energy",Longevous Disciple,https://static.wikia.nocookie.net/houkai-star-rail/images/4/4a/Item_Longevous_Disciple.png/revision/latest?cb=20230810043643,Fleet of the Ageless,https://static.wikia.nocookie.net/houkai-star-rail/images/a/a1/Item_Fleet_of_the_Ageless.png/revision/latest?cb=20230810043104,Night of Fright,https://static.wikia.nocookie.net/houkai-star-rail/images/d/df/Light_Cone_Night_of_Fright.png/revision/latest?cb=20231115024040,Aglaea; Robin; Sunday; Huohuo,,aaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Abundance,https://static.wikia.nocookie.net/houkai-star-rail/images/9/94/Path_Abundance.png/revision/latest?cb=20240417235352,5,,,,,,,,
Huohuo,https://static.wikia.nocookie.net/houkai-star-rail/images/8/82/Character_Huohuo_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250604025217,"AoE Healer, Energy Booster ","Body Outgoing Heal, Boots Speed, Ring HP, Rope Energy",Longevous Disciple,https://static.wikia.nocookie.net/houkai-star-rail/images/4/4a/Item_Longevous_Disciple.png/revision/latest?cb=20230810043643,Fleet of the Ageless,https://static.wikia.nocookie.net/houkai-star-rail/images/a/a1/Item_Fleet_of_the_Ageless.png/revision/latest?cb=20230810043104,Night of Fright,https://static.wikia.nocookie.net/houkai-star-rail/images/d/df/Light_Cone_Night_of_Fright.png/revision/latest?cb=20231115024040,Aglaea; Robin; Sunday; Huohuo,,aaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Abundance,https://static.wikia.nocookie.net/houkai-star-rail/images/9/94/Path_Abundance.png/revision/latest?cb=20240417235352,5,,,,,,,,
Huohuo,https://static.wikia.nocookie.net/houkai-star-rail/images/8/82/Character_Huohuo_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250604025217,"AoE Healer, Energy Booster ","Body Outgoing Heal, Boots Speed, Ring HP, Rope Energy",Longevous Disciple,https://static.wikia.nocookie.net/houkai-star-rail/images/4/4a/Item_Longevous_Disciple.png/revision/latest?cb=20230810043643,Fleet of the Ageless,https://static.wikia.nocookie.net/houkai-star-rail/images/a/a1/Item_Fleet_of_the_Ageless.png/revision/latest?cb=20230810043104,Night of Fright,https://static.wikia.nocookie.net/houkai-star-rail/images/d/df/Light_Cone_Night_of_Fright.png/revision/latest?cb=20231115024040,Aglaea; Robin; Sunday; Huohuo,,aaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Abundance,https://static.wikia.nocookie.net/houkai-star-rail/images/9/94/Path_Abundance.png/revision/latest?cb=20240417235352,5,,,,,,,,
Huohuo,https://static.wikia.nocookie.net/houkai-star-rail/images/8/82/Character_Huohuo_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250604025217,"AoE Healer, Energy Booster ","Body Outgoing Heal, Boots Speed, Ring HP, Rope Energy",Longevous Disciple,https://static.wikia.nocookie.net/houkai-star-rail/images/4/4a/Item_Longevous_Disciple.png/revision/latest?cb=20230810043643,Fleet of the Ageless,https://static.wikia.nocookie.net/houkai-star-rail/images/a/a1/Item_Fleet_of_the_Ageless.png/revision/latest?cb=20230810043104,Night of Fright,https://static.wikia.nocookie.net/houkai-star-rail/images/d/df/Light_Cone_Night_of_Fright.png/revision/latest?cb=20231115024040,Aglaea; Robin; Sunday; Huohuo,,aaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Abundance,https://static.wikia.nocookie.net/houkai-star-rail/images/9/94/Path_Abundance.png/revision/latest?cb=20240417235352,5,,,,,,,,
Huohuo,https://static.wikia.nocookie.net/houkai-star-rail/images/8/82/Character_Huohuo_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250604025217,"AoE Healer, Energy Booster ","Body Outgoing Heal, Boots Speed, Ring HP, Rope Energy",Longevous Disciple,https://static.wikia.nocookie.net/houkai-star-rail/images/4/4a/Item_Longevous_Disciple.png/revision/latest?cb=20230810043643,Fleet of the Ageless,https://static.wikia.nocookie.net/houkai-star-rail/images/a/a1/Item_Fleet_of_the_Ageless.png/revision/latest?cb=20230810043104,Night of Fright,https://static.wikia.nocookie.net/houkai-star-rail/images/d/df/Light_Cone_Night_of_Fright.png/revision/latest?cb=20231115024040,Aglaea; Robin; Sunday; Huohuo,,aaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Abundance,https://static.wikia.nocookie.net/houkai-star-rail/images/9/94/Path_Abundance.png/revision/latest?cb=20240417235352,5,,,,,,,,
Huohuo,https://static.wikia.nocookie.net/houkai-star-rail/images/8/82/Character_Huohuo_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250604025217,"AoE Healer, Energy Booster ","Body Outgoing Heal, Boots Speed, Ring HP, Rope Energy",Longevous Disciple,https://static.wikia.nocookie.net/houkai-star-rail/images/4/4a/Item_Longevous_Disciple.png/revision/latest?cb=20230810043643,Fleet of the Ageless,https://static.wikia.nocookie.net/houkai-star-rail/images/a/a1/Item_Fleet_of_the_Ageless.png/revision/latest?cb=20230810043104,Night of Fright,https://static.wikia.nocookie.net/houkai-star-rail/images/d/df/Light_Cone_Night_of_Fright.png/revision/latest?cb=20231115024040,Aglaea; Robin; Sunday; Huohuo,,aaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Abundance,https://static.wikia.nocookie.net/houkai-star-rail/images/9/94/Path_Abundance.png/revision/latest?cb=20240417235352,5,,,,,,,,
Huohuo,https://static.wikia.nocookie.net/houkai-star-rail/images/8/82/Character_Huohuo_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250604025217,"AoE Healer, Energy Booster ","Body Outgoing Heal, Boots Speed, Ring HP, Rope Energy",Longevous Disciple,https://static.wikia.nocookie.net/houkai-star-rail/images/4/4a/Item_Longevous_Disciple.png/revision/latest?cb=20230810043643,Fleet of the Ageless,https://static.wikia.nocookie.net/houkai-star-rail/images/a/a1/Item_Fleet_of_the_Ageless.png/revision/latest?cb=20230810043104,Night of Fright,https://static.wikia.nocookie.net/houkai-star-rail/images/d/df/Light_Cone_Night_of_Fright.png/revision/latest?cb=20231115024040,Aglaea; Robin; Sunday; Huohuo,,aaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Abundance,https://static.wikia.nocookie.net/houkai-star-rail/images/9/94/Path_Abundance.png/revision/latest?cb=20240417235352,5,,,,,,,,
Huohuo,https://static.wikia.nocookie.net/houkai-star-rail/images/8/82/Character_Huohuo_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250604025217,"AoE Healer, Energy Booster ","Body Outgoing Heal, Boots Speed, Ring HP, Rope Energy",Longevous Disciple,https://static.wikia.nocookie.net/houkai-star-rail/images/4/4a/Item_Longevous_Disciple.png/revision/latest?cb=20230810043643,Fleet of the Ageless,https://static.wikia.nocookie.net/houkai-star-rail/images/a/a1/Item_Fleet_of_the_Ageless.png/revision/latest?cb=20230810043104,Night of Fright,https://static.wikia.nocookie.net/houkai-star-rail/images/d/df/Light_Cone_Night_of_Fright.png/revision/latest?cb=20231115024040,Aglaea; Robin; Sunday; Huohuo,,aaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Abundance,https://static.wikia.nocookie.net/houkai-star-rail/images/9/94/Path_Abundance.png/revision/latest?cb=20240417235352,5,,,,,,,,
Huohuo,https://static.wikia.nocookie.net/houkai-star-rail/images/8/82/Character_Huohuo_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250604025217,"AoE Healer, Energy Booster ","Body Outgoing Heal, Boots Speed, Ring HP, Rope Energy",Longevous Disciple,https://static.wikia.nocookie.net/houkai-star-rail/images/4/4a/Item_Longevous_Disciple.png/revision/latest?cb=20230810043643,Fleet of the Ageless,https://static.wikia.nocookie.net/houkai-star-rail/images/a/a1/Item_Fleet_of_the_Ageless.png/revision/latest?cb=20230810043104,Night of Fright,https://static.wikia.nocookie.net/houkai-star-rail/images/d/df/Light_Cone_Night_of_Fright.png/revision/latest?cb=20231115024040,Aglaea; Robin; Sunday; Huohuo,,aaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Abundance,https://static.wikia.nocookie.net/houkai-star-rail/images/9/94/Path_Abundance.png/revision/latest?cb=20240417235352,5,,,,,,,,
Hyacine,https://static.wikia.nocookie.net/houkai-star-rail/images/7/7d/Character_Hyacine_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250521031729,"AoE Healer, Sub DPS, True Damage Booster ","Body Outgoing Heal, Boots Speed, Ring HP, Rope Energy",Warrior Goddess of Sun and Thunder,https://static.wikia.nocookie.net/houkai-star-rail/images/4/4b/Item_Warrior_Goddess_of_Sun_and_Thunder.png/revision/latest?cb=20250521021300,Giant Tree of Rapt Brooding,https://static.wikia.nocookie.net/houkai-star-rail/images/e/e3/Item_Giant_Tree_of_Rapt_Brooding.png/revision/latest?cb=20250226072651,Long May Rainbows Adorn the Sky,https://static.wikia.nocookie.net/houkai-star-rail/images/c/c9/Light_Cone_Long_May_Rainbows_Adorn_the_Sky.png/revision/latest?cb=20250521031952,Castorice; Tribbie; Chipher; Hyacine,,aaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Abundance,https://static.wikia.nocookie.net/houkai-star-rail/images/9/94/Path_Abundance.png/revision/latest?cb=20240417235352,5,,,,,,,,
Hyacine,https://static.wikia.nocookie.net/houkai-star-rail/images/7/7d/Character_Hyacine_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250521031729,"AoE Healer, Sub DPS, True Damage Booster ","Body Outgoing Heal, Boots Speed, Ring HP, Rope Energy",Warrior Goddess of Sun and Thunder,https://static.wikia.nocookie.net/houkai-star-rail/images/4/4b/Item_Warrior_Goddess_of_Sun_and_Thunder.png/revision/latest?cb=20250521021300,Giant Tree of Rapt Brooding,https://static.wikia.nocookie.net/houkai-star-rail/images/e/e3/Item_Giant_Tree_of_Rapt_Brooding.png/revision/latest?cb=20250226072651,Long May Rainbows Adorn the Sky,https://static.wikia.nocookie.net/houkai-star-rail/images/c/c9/Light_Cone_Long_May_Rainbows_Adorn_the_Sky.png/revision/latest?cb=20250521031952,Castorice; Tribbie; Chipher; Hyacine,,aaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Abundance,https://static.wikia.nocookie.net/houkai-star-rail/images/9/94/Path_Abundance.png/revision/latest?cb=20240417235352,5,,,,,,,,
Hyacine,https://static.wikia.nocookie.net/houkai-star-rail/images/7/7d/Character_Hyacine_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250521031729,"AoE Healer, Sub DPS, True Damage Booster ","Body Outgoing Heal, Boots Speed, Ring HP, Rope Energy",Warrior Goddess of Sun and Thunder,https://static.wikia.nocookie.net/houkai-star-rail/images/4/4b/Item_Warrior_Goddess_of_Sun_and_Thunder.png/revision/latest?cb=20250521021300,Giant Tree of Rapt Brooding,https://static.wikia.nocookie.net/houkai-star-rail/images/e/e3/Item_Giant_Tree_of_Rapt_Brooding.png/revision/latest?cb=20250226072651,Long May Rainbows Adorn the Sky,https://static.wikia.nocookie.net/houkai-star-rail/images/c/c9/Light_Cone_Long_May_Rainbows_Adorn_the_Sky.png/revision/latest?cb=20250521031952,Castorice; Tribbie; Chipher; Hyacine,,aaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Abundance,https://static.wikia.nocookie.net/houkai-star-rail/images/9/94/Path_Abundance.png/revision/latest?cb=20240417235352,5,,,,,,,,
Hyacine,https://static.wikia.nocookie.net/houkai-star-rail/images/7/7d/Character_Hyacine_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250521031729,"AoE Healer, Sub DPS, True Damage Booster ","Body Outgoing Heal, Boots Speed, Ring HP, Rope Energy",Warrior Goddess of Sun and Thunder,https://static.wikia.nocookie.net/houkai-star-rail/images/4/4b/Item_Warrior_Goddess_of_Sun_and_Thunder.png/revision/latest?cb=20250521021300,Giant Tree of Rapt Brooding,https://static.wikia.nocookie.net/houkai-star-rail/images/e/e3/Item_Giant_Tree_of_Rapt_Brooding.png/revision/latest?cb=20250226072651,Long May Rainbows Adorn the Sky,https://static.wikia.nocookie.net/houkai-star-rail/images/c/c9/Light_Cone_Long_May_Rainbows_Adorn_the_Sky.png/revision/latest?cb=20250521031952,Castorice; Tribbie; Chipher; Hyacine,,aaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Abundance,https://static.wikia.nocookie.net/houkai-star-rail/images/9/94/Path_Abundance.png/revision/latest?cb=20240417235352,5,,,,,,,,
Hyacine,https://static.wikia.nocookie.net/houkai-star-rail/images/7/7d/Character_Hyacine_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250521031729,"AoE Healer, Sub DPS, True Damage Booster ","Body Outgoing Heal, Boots Speed, Ring HP, Rope Energy",Warrior Goddess of Sun and Thunder,https://static.wikia.nocookie.net/houkai-star-rail/images/4/4b/Item_Warrior_Goddess_of_Sun_and_Thunder.png/revision/latest?cb=20250521021300,Giant Tree of Rapt Brooding,https://static.wikia.nocookie.net/houkai-star-rail/images/e/e3/Item_Giant_Tree_of_Rapt_Brooding.png/revision/latest?cb=20250226072651,Long May Rainbows Adorn the Sky,https://static.wikia.nocookie.net/houkai-star-rail/images/c/c9/Light_Cone_Long_May_Rainbows_Adorn_the_Sky.png/revision/latest?cb=20250521031952,Castorice; Tribbie; Chipher; Hyacine,,aaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Abundance,https://static.wikia.nocookie.net/houkai-star-rail/images/9/94/Path_Abundance.png/revision/latest?cb=20240417235352,5,,,,,,,,
Hyacine,https://static.wikia.nocookie.net/houkai-star-rail/images/7/7d/Character_Hyacine_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250521031729,"AoE Healer, Sub DPS, True Damage Booster ","Body Outgoing Heal, Boots Speed, Ring HP, Rope Energy",Warrior Goddess of Sun and Thunder,https://static.wikia.nocookie.net/houkai-star-rail/images/4/4b/Item_Warrior_Goddess_of_Sun_and_Thunder.png/revision/latest?cb=20250521021300,Giant Tree of Rapt Brooding,https://static.wikia.nocookie.net/houkai-star-rail/images/e/e3/Item_Giant_Tree_of_Rapt_Brooding.png/revision/latest?cb=20250226072651,Long May Rainbows Adorn the Sky,https://static.wikia.nocookie.net/houkai-star-rail/images/c/c9/Light_Cone_Long_May_Rainbows_Adorn_the_Sky.png/revision/latest?cb=20250521031952,Castorice; Tribbie; Chipher; Hyacine,,aaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Abundance,https://static.wikia.nocookie.net/houkai-star-rail/images/9/94/Path_Abundance.png/revision/latest?cb=20240417235352,5,,,,,,,,
Hyacine,https://static.wikia.nocookie.net/houkai-star-rail/images/7/7d/Character_Hyacine_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250521031729,"AoE Healer, Sub DPS, True Damage Booster ","Body Outgoing Heal, Boots Speed, Ring HP, Rope Energy",Warrior Goddess of Sun and Thunder,https://static.wikia.nocookie.net/houkai-star-rail/images/4/4b/Item_Warrior_Goddess_of_Sun_and_Thunder.png/revision/latest?cb=20250521021300,Giant Tree of Rapt Brooding,https://static.wikia.nocookie.net/houkai-star-rail/images/e/e3/Item_Giant_Tree_of_Rapt_Brooding.png/revision/latest?cb=20250226072651,Long May Rainbows Adorn the Sky,https://static.wikia.nocookie.net/houkai-star-rail/images/c/c9/Light_Cone_Long_May_Rainbows_Adorn_the_Sky.png/revision/latest?cb=20250521031952,Castorice; Tribbie; Chipher; Hyacine,,aaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Abundance,https://static.wikia.nocookie.net/houkai-star-rail/images/9/94/Path_Abundance.png/revision/latest?cb=20240417235352,5,,,,,,,,
Hyacine,https://static.wikia.nocookie.net/houkai-star-rail/images/7/7d/Character_Hyacine_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250521031729,"AoE Healer, Sub DPS, True Damage Booster ","Body Outgoing Heal, Boots Speed, Ring HP, Rope Energy",Warrior Goddess of Sun and Thunder,https://static.wikia.nocookie.net/houkai-star-rail/images/4/4b/Item_Warrior_Goddess_of_Sun_and_Thunder.png/revision/latest?cb=20250521021300,Giant Tree of Rapt Brooding,https://static.wikia.nocookie.net/houkai-star-rail/images/e/e3/Item_Giant_Tree_of_Rapt_Brooding.png/revision/latest?cb=20250226072651,Long May Rainbows Adorn the Sky,https://static.wikia.nocookie.net/houkai-star-rail/images/c/c9/Light_Cone_Long_May_Rainbows_Adorn_the_Sky.png/revision/latest?cb=20250521031952,Castorice; Tribbie; Chipher; Hyacine,,aaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Abundance,https://static.wikia.nocookie.net/houkai-star-rail/images/9/94/Path_Abundance.png/revision/latest?cb=20240417235352,5,,,,,,,,
